Reference	C1	C2	C3	IR1	IR2	IR3
ENST00000244815	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000367303	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000409477	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000343905	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000256447	0.0	0.0	1.0	1.0	0.0	1.0
ENST00000394334	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000261517	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000392621	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000176643	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000354190	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000366847	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000262948	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000261918	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000321728	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000611932	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000368305	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000325954	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000592828	0.0	0.0	1.0	2.0	4.0	1.0
ENST00000568763	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000413097	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000428425	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000493905	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000340394	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000486040	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000613218	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000315869	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000615234	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000270708	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000397860	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000260403	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000336125	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000511642	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000290974	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000369484	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000377990	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000376836	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000313640	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000216115	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000362052	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000406246	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000632136	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000199814	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000379341	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000352393	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000533682	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000443950	0.0	0.0	1.0	1.0	0.0	1.0
ENST00000244061	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000328557	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000434178	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000264904	0.0	0.0	1.0	0.0	0.0	2.0
ENST00000468221	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000490623	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000434748	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000560141	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000591639	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000345436	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000316804	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000612501	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000215882	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000309117	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000620176	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000426198	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000603700	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000396757	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000356289	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000515725	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000400530	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000367005	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000269221	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000373931	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000614302	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000374222	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000556816	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000532828	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000266671	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000259808	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000308271	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000394729	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000339485	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000383820	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000562058	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000330029	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000361256	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000332509	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000411524	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000366647	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000393350	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000493821	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000407977	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000477976	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000344749	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000302345	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000217964	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000446197	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000441779	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000383259	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000331203	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000370322	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000361684	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000442898	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000416701	0.0	0.0	1.0	1.0	1.0	0.0
ENST00000379119	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000374142	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000422453	0.0	0.0	1.0	0.0	4.0	1.0
ENST00000229281	0.0	0.0	1.0	0.0	3.0	2.0
ENST00000544681	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000422440	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000409406	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000310137	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000262887	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000374479	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000590602	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000290349	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000530908	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000399808	0.0	0.0	1.0	1.0	0.0	2.0
ENST00000287706	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000215742	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000345046	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000242592	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000372133	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000373812	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000622828	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000233616	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000393792	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000341068	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000359933	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000535366	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000379632	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000355476	0.0	0.0	1.0	0.0	1.0	1.0
ENST00000245934	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000380345	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000400191	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000368932	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000396359	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000474311	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000252137	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000397638	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000310118	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000588673	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000586054	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000278412	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000373116	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000320936	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000193322	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000375403	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000359591	0.0	0.0	1.0	1.0	1.0	0.0
ENST00000289382	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000604929	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000258796	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000237937	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000520242	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000335765	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000541206	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000443597	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000421182	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000377298	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000292301	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000335255	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000402924	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000367728	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000258742	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000380183	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000221801	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000374153	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000337526	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000354336	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000283290	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000406870	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000310256	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000369354	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000619204	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000494748	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000300060	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000540494	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000306846	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000397902	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000340852	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000597636	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000373586	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000395029	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000409415	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000392546	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000392547	0.0	0.0	1.0	3.0	0.0	0.0
ENST00000377669	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000325301	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000507394	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000326195	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000296102	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000320583	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000266556	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000262053	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000392568	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000366535	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000373991	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000351578	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000392711	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000397771	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000264110	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000611299	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000373912	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000424203	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000361337	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000294753	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000615863	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000373095	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000555572	0.0	0.0	1.0	0.0	2.0	1.0
ENST00000306024	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000355619	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000295269	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000557041	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000531976	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000418390	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000585527	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000494798	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000287936	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000563957	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000371030	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000591397	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000303596	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000263398	0.0	0.0	1.0	3.0	0.0	0.0
ENST00000616356	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000238616	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000253814	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000300181	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000398146	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000209875	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000285021	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000300413	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000451020	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000512690	0.0	0.0	0.0	23.0	0.0	0.0
ENST00000295955	0.0	0.0	0.0	19.0	17.0	0.0
ENST00000347512	0.0	0.0	0.0	9.0	5.0	0.0
ENST00000409028	0.0	0.0	0.0	9.0	0.0	0.0
ENST00000525828	0.0	0.0	0.0	7.0	6.0	0.0
ENST00000227752	0.0	0.0	0.0	4.0	0.0	0.0
ENST00000335895	0.0	0.0	0.0	4.0	0.0	2.0
ENST00000463181	0.0	0.0	0.0	4.0	0.0	0.0
ENST00000489394	0.0	0.0	0.0	4.0	0.0	1.0
ENST00000438171	0.0	0.0	0.0	4.0	0.0	2.0
ENST00000221804	0.0	0.0	0.0	3.0	0.0	1.0
ENST00000477151	0.0	0.0	0.0	3.0	0.0	26.0
ENST00000396465	0.0	0.0	0.0	3.0	0.0	0.0
ENST00000361335	0.0	0.0	0.0	3.0	7.0	8.0
ENST00000371661	0.0	0.0	0.0	3.0	0.0	2.0
ENST00000258180	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000335877	0.0	0.0	0.0	2.0	0.0	1.0
ENST00000253024	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000331173	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000342922	0.0	0.0	0.0	2.0	0.0	1.0
ENST00000521580	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000619580	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000357304	0.0	0.0	0.0	2.0	0.0	1.0
ENST00000371717	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000413089	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000513545	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000482507	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000445930	0.0	0.0	0.0	2.0	1.0	0.0
ENST00000617185	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000220166	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000227758	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000396276	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000536689	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000612492	0.0	0.0	0.0	2.0	0.0	1.0
ENST00000158762	0.0	0.0	0.0	2.0	0.0	1.0
ENST00000464839	0.0	0.0	0.0	2.0	0.0	2.0
ENST00000296490	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000397133	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000243077	0.0	0.0	0.0	2.0	1.0	0.0
ENST00000272233	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000319394	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000295682	0.0	0.0	0.0	2.0	2.0	0.0
ENST00000337002	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000395862	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000371317	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000415861	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000591278	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000300107	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000356884	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000396432	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000260197	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000221494	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000379638	0.0	0.0	0.0	2.0	1.0	0.0
ENST00000372195	0.0	0.0	0.0	2.0	0.0	1.0
ENST00000336714	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000344034	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000343004	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000323544	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000344726	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000327347	0.0	0.0	0.0	2.0	0.0	0.0
ENST00000181796	0.0	0.0	0.0	2.0	1.0	0.0
ENST00000372523	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000378609	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000594264	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000220763	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000419234	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000421097	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000374941	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000358460	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000587708	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000310132	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000282869	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000289104	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000252102	0.0	0.0	0.0	1.0	2.0	2.0
ENST00000372538	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000423557	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000353107	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000287078	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000598034	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000357311	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000546837	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000262288	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000371554	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000366977	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000393085	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000448921	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000335367	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000409773	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000614111	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000289473	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000452510	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000273221	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000465172	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000409020	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000395812	0.0	0.0	0.0	1.0	2.0	0.0
ENST00000454497	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000396394	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000540437	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000378426	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000333762	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000215574	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000285670	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000483273	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000464506	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000615950	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000256496	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000614987	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000575195	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000355451	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000619920	0.0	0.0	0.0	1.0	1.0	1.0
ENST00000376327	0.0	0.0	0.0	1.0	1.0	1.0
ENST00000297579	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000594984	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000447630	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000330943	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000286713	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000340648	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000354193	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000507110	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000586622	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000479896	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000594009	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000355754	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000514576	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000306108	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000371579	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000331552	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000252015	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000373932	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000278826	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000269033	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000243045	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000264914	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000392749	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000309794	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000541970	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000284881	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000327423	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000328848	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000577542	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000309017	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000440957	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000582341	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000393972	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000484513	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000418388	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000242783	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000342505	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000543872	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000317096	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000420959	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000393104	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000374391	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000264832	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000521462	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000598398	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000360403	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000254950	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000371100	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000267838	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000374642	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000224862	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000373910	0.0	0.0	0.0	1.0	1.0	1.0
ENST00000575231	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000544142	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000620157	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000262238	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000359232	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000367765	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000246792	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000379103	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000455775	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000392092	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000611055	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000323666	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000379661	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000572628	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000333130	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000553430	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000210060	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000621267	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000405275	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000221573	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000001008	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000361720	0.0	0.0	0.0	1.0	0.0	2.0
ENST00000312132	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000568768	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000607780	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000608637	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000344754	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000368323	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000329421	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000329559	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000342983	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000393987	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000627109	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000355346	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000433552	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000359154	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000261854	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000375980	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000329687	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000532437	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000267812	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000491746	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000369152	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000334651	0.0	0.0	0.0	1.0	0.0	0.0
